,Assists,AssistsPercentage,BlockedShots,BlocksPercentage,DefensiveRebounds,DefensiveReboundsPercentage,DoubleDoubles,EffectiveFieldGoalsPercentage,FantasyPoints,FantasyPointsDraftKings,FantasyPointsFanDuel,FantasyPointsFantasyDraft,FantasyPointsYahoo,FieldGoalsAttempted,FieldGoalsMade,FieldGoalsPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowsPercentage,Games,GlobalTeamID,IsClosed,Minutes,Name,OffensiveRebounds,OffensiveReboundsPercentage,PersonalFouls,PlayerEfficiencyRating,PlayerID,PlusMinus,Points,Position,Rebounds,Season,SeasonType,Seconds,Started,StatID,Steals,StealsPercentage,Team,TeamID,ThreePointersAttempted,ThreePointersMade,ThreePointersPercentage,TotalReboundsPercentage,TripleDoubles,TrueShootingAttempts,TrueShootingPercentage,TurnOversPercentage,Turnovers,TwoPointersAttempted,TwoPointersMade,TwoPointersPercentage,Updated,UsageRatePercentage
107,136.4,11.3,36.1,1.8,243.4,16.1,2.3,62.9,1475.1,1589.9,1545.0,1589.9,1545.0,622.1,295.3,53.5,184.8,164.5,100.3,61,20000001,False,1906,Jeff Green,57.5,3.6,147.6,18.7,20000632,-69.9,858.8,SF,300.9,2019,1,66,35,577206,33.8,0.9,WAS,1,287.4,103.7,40.7,9.7,0.0,703.4,68.9,12.7,89.0,334.7,191.6,64.5,2019-03-05T18:19:44,19.9
108,318.9,23.0,80.0,3.3,493.6,26.6,20.3,56.2,2367.5,2546.5,2524.1,2546.5,2524.1,850.9,379.8,50.3,250.2,188.2,84.8,61,20000010,False,2233,Marc Gasol,76.6,4.2,190.5,22.1,20000633,-18.0,1038.0,C,570.3,2019,1,52,56,576360,76.6,1.9,TOR,10,258.1,90.2,39.3,15.5,1.1,961.0,60.9,14.9,146.5,592.8,289.6,55.1,2019-03-05T18:19:44,24.0
109,23.7,14.3,3.4,1.2,29.3,12.7,0.0,54.7,190.4,199.5,206.1,199.5,206.1,74.4,32.7,49.5,19.2,13.5,79.6,20,20000025,False,274,Courtney Lee,6.8,3.0,23.7,14.9,20000634,-42.8,86.8,SG,36.1,2019,1,54,2,576361,12.4,2.5,DAL,25,27.0,7.9,32.9,7.9,0.0,82.8,59.1,8.5,6.8,47.3,24.8,59.1,2019-03-05T18:19:44,15.7
110,431.6,37.2,24.8,1.2,190.5,10.8,9.0,55.4,2413.9,2578.3,2534.5,2578.3,2534.5,1086.4,462.1,47.9,362.9,308.8,95.9,61,20000021,False,2288,Mike Conley,42.8,2.3,119.5,25.8,20000635,10.1,1378.3,PG,233.3,2019,1,41,61,576362,95.8,2.4,MEM,21,413.6,145.4,39.6,6.5,0.0,1246.1,62.3,10.9,133.0,672.8,316.7,53.1,2019-03-05T18:19:44,30.8
111,68.7,10.1,21.4,1.9,146.5,16.3,0.0,64.4,862.5,945.6,921.1,945.6,921.1,391.1,170.2,49.0,48.5,32.7,76.0,60,20000003,False,1106,Vince Carter,27.0,2.9,122.8,16.9,20000638,-182.6,477.8,SG,173.6,2019,1,27,8,576363,37.2,1.8,ATL,3,260.3,104.8,45.4,9.5,0.0,412.4,65.3,10.9,44.0,130.7,65.4,56.4,2019-03-05T18:19:44,19.0
112,29.3,10.2,14.7,3.3,111.6,30.6,0.0,54.8,394.2,413.3,423.5,413.3,423.5,122.8,59.7,54.8,19.2,6.8,39.8,32,20000030,False,428,Kosta Koufos,45.1,11.9,60.9,16.4,20000639,-22.5,126.2,C,156.7,2019,1,56,1,576364,14.7,1.8,SAC,30,0.0,0.0,0.0,21.1,0.0,131.3,54.2,16.5,22.5,122.8,59.7,54.8,2019-03-05T18:19:44,16.7
113,45.1,6.1,36.1,2.6,264.8,24.8,5.6,62.4,1134.4,1233.2,1214.5,1233.2,1214.5,427.1,206.2,54.4,104.8,82.3,88.5,51,20000028,False,1235,JaMychal Green,99.2,9.9,170.2,19.3,20000642,-216.4,554.5,PF,364.0,2019,1,63,4,576365,44.0,1.9,LAC,28,147.6,59.7,45.6,17.6,0.0,473.2,66.0,17.1,84.5,279.5,146.5,59.1,2019-03-05T18:19:44,21.6
114,14.7,6.5,4.5,1.1,74.4,23.5,0.0,69.2,314.5,333.0,332.6,333.0,332.6,113.8,68.7,68.1,32.7,24.8,85.5,34,20000014,False,400,Jon Leuer,24.8,7.4,60.9,17.5,20000643,-98.0,163.4,PF,99.2,2019,1,40,1,576366,13.5,1.9,DET,14,12.4,1.1,10.3,15.2,0.0,128.2,71.7,18.9,25.9,101.4,67.6,75.2,2019-03-05T18:19:44,18.7
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000021,False,0,Jarnell Stokes,0.0,0.0,0.0,0.0,20000645,0.0,0.0,PF,0.0,2019,1,0,0,638329,0.0,0.0,MEM,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,0.0
116,172.4,18.1,22.5,1.2,318.9,21.4,13.5,60.9,2257.7,2395.4,2377.2,2395.4,2377.2,979.4,483.5,55.7,396.7,343.7,97.6,46,20000010,False,1790,Kawhi Leonard,68.7,4.7,76.6,34.1,20000646,251.3,1400.9,SF,387.7,2019,1,30,46,576367,96.9,2.9,TOR,10,251.3,90.2,40.5,13.2,0.0,1153.9,68.4,9.5,105.9,728.0,393.3,60.9,2019-03-05T18:19:44,34.0
117,224.3,38.4,7.9,0.7,72.1,8.4,1.1,53.1,982.6,1032.6,1010.8,1032.6,1010.8,490.2,225.4,51.8,137.5,100.3,82.3,52,20000002,False,1055,Tony Parker,14.7,1.7,59.7,20.5,20000649,19.2,562.4,PG,86.8,2019,1,19,0,576368,20.3,1.0,CHA,2,50.7,11.3,25.0,5.0,0.0,550.7,57.6,13.8,76.6,439.5,214.1,54.9,2019-03-05T18:19:44,28.9
118,98.0,7.5,48.5,2.3,225.4,13.7,1.1,67.1,1332.9,1460.9,1444.5,1460.9,1444.5,551.1,247.9,50.7,34.9,31.6,101.8,62,20000010,False,1982,Danny Green,57.5,3.6,163.4,15.4,20000650,510.5,687.5,SG,282.9,2019,1,34,62,576369,63.1,1.7,TOR,10,368.5,160.0,48.9,8.7,0.0,566.5,68.4,11.5,64.2,182.6,87.9,54.2,2019-03-05T18:19:44,15.4
119,44.0,11.6,24.8,4.3,101.4,20.9,0.0,57.8,522.6,556.5,554.1,556.5,554.1,171.3,78.9,52.0,54.1,46.2,96.2,35,20000009,False,584,Aron Baynes,68.7,14.1,93.5,18.8,20000652,129.6,222.0,C,170.2,2019,1,11,10,575676,6.8,0.6,BOS,9,55.2,18.0,36.9,17.5,0.0,195.1,64.1,16.2,32.7,116.1,60.9,59.1,2019-03-05T18:19:44,19.0
120,127.4,12.4,9.0,0.5,157.8,11.9,0.0,59.6,1189.1,1298.6,1230.8,1298.6,1230.8,622.1,260.3,47.1,124.0,111.6,101.4,63,20000024,False,1630,Marco Belinelli,14.7,1.1,107.1,16.9,20000654,-9.0,770.9,SG,172.4,2019,1,40,1,576370,32.7,1.1,SA,24,359.5,138.6,43.5,6.5,0.0,676.7,64.2,9.6,63.1,262.6,121.7,52.3,2019-03-05T18:19:44,22.5
121,289.6,23.6,16.9,0.9,227.7,15.1,1.1,56.6,1381.8,1462.0,1473.1,1462.0,1473.1,498.1,222.0,50.3,39.4,25.9,74.0,64,20000013,False,1848,Cory Joseph,34.9,2.4,110.4,15.6,20000655,266.0,525.2,PG,262.6,2019,1,19,3,576371,74.4,2.2,IND,13,165.7,55.2,37.5,8.9,0.0,515.5,57.4,14.4,75.5,332.5,166.8,56.6,2019-03-05T18:19:44,15.8
122,217.5,19.5,10.1,0.6,146.5,10.4,0.0,61.5,1286.9,1407.1,1345.5,1407.1,1345.5,586.0,251.3,48.3,96.9,83.4,96.9,65,20000024,False,1731,Patty Mills,24.8,1.8,117.2,17.1,20000656,153.3,723.5,PG,171.3,2019,1,40,1,576372,48.5,1.5,SA,24,344.9,137.5,45.0,6.1,0.0,628.7,64.8,13.5,85.7,241.2,113.8,53.2,2019-03-05T18:19:44,20.5
123,144.3,17.2,41.7,3.1,228.8,20.5,2.3,62.9,1085.5,1142.5,1188.1,1142.5,1188.1,311.1,169.0,61.2,72.1,41.7,65.1,43,20000021,False,1443,Kyle Anderson,54.1,4.7,126.2,16.0,20000659,-66.5,389.9,SF,282.9,2019,1,32,40,576373,60.9,2.4,MEM,21,38.3,10.1,29.9,12.5,1.1,342.8,64.1,18.0,65.4,272.7,158.9,65.7,2019-03-05T18:19:44,14.5
124,367.4,30.4,28.2,1.1,444.0,23.1,21.4,60.9,2821.1,3090.8,2894.4,3090.8,2894.4,1240.8,586.0,53.2,513.9,384.3,84.3,60,20000014,False,2427,Blake Griffin,92.4,4.5,184.8,27.3,20000661,59.7,1725.4,PF,536.5,2019,1,1,60,576374,45.1,1.0,DET,14,462.1,169.0,41.2,13.6,2.3,1466.9,66.3,16.2,245.7,778.8,417.0,60.3,2019-03-05T18:19:44,34.4
125,130.7,11.1,71.0,3.4,668.3,41.1,40.6,73.0,2064.0,2238.8,2175.6,2238.8,2175.6,422.6,273.9,73.0,260.3,179.2,77.5,58,20000006,False,1992,DeAndre Jordan,213.0,12.1,163.4,23.6,20000663,-90.2,726.9,C,881.3,2019,1,27,58,576375,40.6,1.1,NY,6,0.0,0.0,0.0,26.1,0.0,537.2,76.3,23.3,139.7,422.6,273.9,73.0,2019-03-05T18:19:44,16.3
126,374.2,44.4,12.4,0.8,173.6,15.4,14.7,57.9,1604.4,1751.9,1708.1,1751.9,1708.1,561.2,238.9,48.0,175.8,148.8,95.3,40,20000022,False,1477,Chris Paul,27.0,2.2,121.7,24.6,20000664,124.0,724.7,PG,200.6,2019,1,30,40,576376,91.3,3.4,HOU,22,275.0,98.0,40.2,8.6,1.1,638.6,64.0,19.0,129.6,286.3,140.9,55.4,2019-03-05T18:19:44,25.5
127,183.7,14.9,13.5,0.6,136.4,7.7,0.0,61.8,1642.2,1796.4,1683.9,1796.4,1683.9,901.6,394.4,49.4,224.3,201.7,101.3,59,20000007,False,2082,J.J. Redick,19.2,1.1,118.3,20.3,20000665,285.1,1190.1,SF,155.5,2019,1,10,46,575677,28.2,0.7,PHI,7,519.5,199.5,43.3,4.5,0.0,1000.3,67.1,9.6,93.5,382.1,195.0,57.5,2019-03-05T18:19:44,24.9
128,192.7,30.4,11.3,1.0,64.2,8.0,0.0,49.0,748.9,820.2,788.3,820.2,788.3,357.3,131.9,41.6,84.5,69.9,93.2,52,20000029,False,1027,Jamal Crawford,9.0,1.1,68.7,13.1,20000666,-349.4,380.9,SG,73.3,2019,1,22,0,576377,28.2,1.5,PHO,29,161.2,47.3,33.1,4.5,0.0,394.4,54.4,20.5,87.9,196.1,84.5,48.6,2019-03-05T18:19:44,22.8
129,158.9,14.1,23.7,1.2,131.9,9.4,0.0,56.1,1065.4,1155.5,1130.7,1155.5,1130.7,525.2,213.0,45.8,93.5,50.7,61.1,59,20000022,False,1840,Austin Rivers,24.8,1.6,189.3,10.7,20000667,34.9,574.8,PG,156.7,2019,1,57,15,577207,41.7,1.3,HOU,22,304.3,98.0,36.3,5.4,0.0,566.3,57.1,11.8,66.5,220.9,115.0,58.6,2019-03-05T18:19:44,16.9
130,15.8,12.1,19.2,8.0,31.6,17.6,0.0,80.9,190.5,197.2,214.1,197.2,214.1,44.0,31.6,80.9,18.0,11.3,70.4,35,20000017,False,216,Ekpe Udoh,13.5,7.7,25.9,22.0,20000673,-54.1,74.4,C,45.1,2019,1,10,0,576378,4.5,1.1,UTA,17,0.0,0.0,0.0,12.7,0.0,51.9,80.8,16.7,9.0,44.0,31.6,80.9,2019-03-05T18:19:44,13.6
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000013,False,0,C.J. Wilcox,0.0,0.0,0.0,0.0,20000675,0.0,0.0,SG,0.0,2019,1,0,0,576379,0.0,0.0,IND,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,0.0
132,196.1,13.9,34.9,1.2,518.4,24.2,14.7,64.0,2521.8,2717.5,2605.2,2717.5,2605.2,1119.1,559.0,56.2,282.9,246.8,98.4,64,20000007,False,2509,Tobias Harris,48.5,2.4,164.5,24.6,20000676,34.9,1518.1,SF,566.9,2019,1,42,64,576380,48.5,1.0,PHI,7,359.5,153.3,48.0,13.6,0.0,1243.6,68.7,11.2,137.5,759.6,405.7,60.2,2019-03-05T18:19:44,26.1
133,50.7,23.5,22.5,6.6,82.3,29.1,1.1,56.4,365.9,388.3,395.2,388.3,395.2,117.2,57.5,55.2,16.9,14.7,97.7,37,20000013,False,345,Kyle O'Quinn,25.9,9.7,62.0,19.1,20000677,-2.3,130.7,C,108.2,2019,1,46,2,576381,6.8,1.1,IND,13,12.4,1.1,10.3,19.7,0.0,124.6,59.2,21.4,29.3,104.8,56.4,60.6,2019-03-05T18:19:44,22.0
134,286.3,26.3,87.9,3.7,670.6,36.7,51.8,63.1,3141.9,3374.5,3300.8,3374.5,3300.8,1202.5,633.4,59.4,192.7,147.6,86.3,64,20000005,False,2247,Nikola Vucevic,196.1,10.4,138.6,33.6,20000678,142.0,1494.4,C,866.7,2019,1,11,64,576382,71.0,1.7,ORL,5,206.2,80.0,43.7,23.4,1.1,1287.3,65.5,11.0,139.7,996.3,553.4,62.5,2019-03-05T18:19:44,31.5
135,267.1,20.2,11.3,0.5,190.5,10.2,1.1,56.4,1751.7,1906.0,1827.2,1906.0,1827.2,953.4,406.8,48.1,151.0,120.6,90.0,64,20000005,False,2286,Evan Fournier,33.8,1.8,208.5,15.7,20000679,62.0,1074.0,SF,224.3,2019,1,20,64,576383,64.2,1.6,ORL,5,414.7,139.7,38.0,5.9,0.0,1019.9,59.4,13.9,143.1,538.7,267.1,55.9,2019-03-05T18:19:44,25.2
136,195.0,34.7,11.3,1.3,93.5,13.0,3.4,53.3,744.2,802.7,788.1,802.7,788.1,273.9,120.6,49.6,44.0,30.4,78.0,26,20000023,False,828,Elfrid Payton,29.3,4.2,63.1,17.5,20000680,107.1,289.6,PG,122.8,2019,1,43,26,576384,32.7,2.1,NO,23,55.2,18.0,36.9,8.7,1.1,293.2,55.7,22.5,73.3,218.6,102.6,52.9,2019-03-05T18:19:44,20.6
137,246.8,18.5,48.5,2.0,396.7,21.1,18.0,56.4,2122.0,2295.7,2219.0,2295.7,2219.0,917.4,408.0,50.2,234.4,170.2,81.8,61,20000005,False,2309,Aaron Gordon,112.7,5.8,160.0,19.5,20000681,18.0,1087.6,PF,509.4,2019,1,20,61,576385,48.5,1.2,ORL,5,304.3,101.4,37.5,13.4,0.0,1020.5,60.1,13.7,140.9,613.1,306.5,56.4,2019-03-05T18:19:44,24.9
138,89.0,9.4,71.0,4.4,350.5,27.6,11.3,64.2,1535.1,1656.4,1670.3,1656.4,1670.3,506.0,250.2,55.7,115.0,93.5,91.7,55,20000003,False,1558,Dewayne Dedmon,103.7,7.9,209.6,21.5,20000684,-222.0,671.7,C,454.2,2019,1,1,44,576386,64.2,2.2,ATL,3,205.1,77.8,42.7,17.6,0.0,556.6,68.0,15.0,85.7,300.9,172.4,64.6,2019-03-05T18:19:44,19.0
139,49.6,7.0,38.3,3.2,148.8,16.3,1.1,58.4,797.5,839.3,888.8,839.3,888.8,287.4,136.4,53.5,42.8,28.2,74.2,43,20000019,False,1074,Maurice Harkless,57.5,6.5,131.9,15.3,20000686,122.8,326.8,SF,206.2,2019,1,59,36,577208,53.0,2.7,POR,19,93.5,25.9,31.2,11.5,0.0,306.2,60.2,11.2,33.8,193.8,110.4,64.2,2019-03-05T18:19:44,15.1
140,20.3,10.1,5.6,1.6,48.5,19.0,0.0,56.9,223.6,246.5,234.9,246.5,234.9,107.1,39.4,41.5,13.5,10.1,84.5,30,20000012,False,331,Channing Frye,4.5,1.6,41.7,11.7,20000688,-164.5,118.3,PF,53.0,2019,1,66,5,576387,5.6,0.9,CLE,12,73.3,29.3,45.1,10.0,0.0,113.0,58.8,10.2,11.3,33.8,10.1,33.8,2019-03-05T18:19:44,18.6
141,209.6,28.1,12.4,1.0,204.0,19.4,5.6,54.8,1416.0,1523.7,1496.0,1523.7,1496.0,662.7,280.6,47.7,158.9,116.1,82.3,36,20000013,False,1291,Victor Oladipo,23.7,2.4,81.1,23.5,20000689,143.1,760.7,SG,227.7,2019,1,47,36,576388,67.6,2.9,IND,13,243.4,83.4,38.7,11.1,0.0,732.6,58.5,12.6,92.4,419.2,197.2,53.0,2019-03-05T18:19:44,31.6
142,125.1,10.6,24.8,1.4,105.9,7.4,0.0,60.2,937.1,1032.6,1003.6,1032.6,1003.6,447.4,174.7,44.0,56.4,47.3,94.7,58,20000023,False,1660,Darius Miller,12.4,0.9,160.0,11.6,20000691,72.1,525.2,SF,118.3,2019,1,6,15,576389,41.7,1.3,NO,23,346.0,128.5,41.8,4.2,0.0,472.2,62.7,10.9,50.7,101.4,46.2,51.4,2019-03-05T18:19:44,14.7
143,13.5,4.7,2.3,0.4,33.8,8.8,0.0,65.6,323.9,363.7,346.4,363.7,346.4,186.0,81.1,49.1,20.3,15.8,87.7,34,20000029,False,491,Troy Daniels,7.9,2.0,48.5,15.3,20000698,-16.9,231.0,SG,41.7,2019,1,11,0,576390,20.3,2.2,PHO,29,131.9,53.0,45.3,5.3,0.0,194.9,66.7,11.7,22.5,54.1,28.2,58.7,2019-03-05T18:19:44,21.5
144,94.7,19.0,2.3,0.3,58.6,9.0,0.0,55.7,421.0,463.2,439.1,463.2,439.1,184.8,72.1,44.0,27.0,21.4,89.3,30,20000015,False,706,Isaiah Canaan,6.8,1.2,58.6,10.9,20000699,-196.1,204.0,PG,65.4,2019,1,57,16,576391,15.8,1.2,MIL,15,108.2,38.3,39.9,5.3,0.0,196.7,58.5,18.8,39.4,76.6,33.8,49.7,2019-03-05T18:19:44,15.9
145,25.9,6.5,12.4,2.1,63.1,13.8,0.0,53.2,307.8,335.8,336.0,335.8,336.0,138.6,50.7,41.2,18.0,11.3,70.4,35,20000001,False,577,Wesley Johnson,13.5,2.8,67.6,8.2,20000702,-103.7,140.9,SF,76.6,2019,1,45,13,576392,15.8,1.5,WAS,1,84.5,28.2,37.5,8.2,0.0,146.6,54.2,13.7,20.3,54.1,22.5,47.0,2019-03-05T18:19:44,13.9
146,224.3,28.5,9.0,0.7,130.7,12.3,1.1,56.2,1173.8,1267.0,1229.0,1267.0,1229.0,492.5,220.9,50.6,204.0,171.3,94.7,57,20000010,False,1275,Jeremy Lin,21.4,2.1,118.3,20.5,20000704,-151.0,662.7,PG,152.1,2019,1,11,2,576393,46.2,2.0,TOR,10,166.8,49.6,33.5,7.3,0.0,582.3,64.1,19.0,118.3,325.7,171.3,59.3,2019-03-05T18:19:44,26.6
147,59.7,7.3,30.4,2.0,424.9,38.7,5.6,69.9,1331.8,1401.7,1396.0,1401.7,1396.0,276.1,171.3,69.9,142.0,86.8,68.9,65,20000008,False,1323,Ed Davis,196.1,17.8,206.2,21.9,20000707,110.4,429.4,PF,621.0,2019,1,43,1,576394,33.8,1.4,BKN,8,2.3,0.0,0.0,28.2,0.0,338.6,71.5,17.2,60.9,273.9,171.3,70.6,2019-03-05T18:19:44,14.5
148,172.4,18.4,13.5,0.7,167.9,11.5,1.1,57.4,1761.6,1902.7,1827.0,1902.7,1827.0,1047.0,466.6,50.3,165.7,139.7,95.1,63,20000012,False,1909,Jordan Clarkson,72.1,4.5,104.8,21.5,20000708,-348.2,1205.9,PG,240.1,2019,1,23,0,576395,51.8,1.5,CLE,12,400.1,133.0,37.4,7.9,0.0,1119.9,60.7,11.0,121.7,646.9,333.6,58.2,2019-03-05T18:19:44,32.3
149,200.6,17.1,42.8,2.0,448.5,25.8,29.3,63.0,2393.3,2581.1,2483.5,2581.1,2483.5,935.4,495.9,59.7,446.3,330.2,83.4,59,20000023,False,2002,Julius Randle,140.9,8.5,226.5,29.0,20000710,74.4,1376.1,PF,589.4,2019,1,39,35,576396,47.3,1.2,NO,23,156.7,54.1,38.9,17.3,1.1,1131.8,68.5,14.8,171.3,778.8,441.8,63.9,2019-03-05T18:19:44,30.3
150,42.8,8.4,4.5,0.5,67.6,10.1,0.0,60.1,538.9,598.4,579.5,598.4,579.5,287.4,108.2,42.4,27.0,21.4,89.3,34,20000014,False,846,Wayne Ellington,6.8,0.9,64.2,13.7,20000712,-33.8,326.8,SG,74.4,2019,1,54,18,576397,36.1,2.4,DET,14,241.2,89.0,41.6,5.4,0.0,299.3,61.5,7.9,22.5,46.2,19.2,46.8,2019-03-05T18:19:44,18.5
151,2.3,7.6,1.1,2.7,1.1,3.3,0.0,50.0,14.9,17.8,16.0,17.8,16.0,10.1,3.4,37.5,0.0,0.0,0.0,4,20000020,False,41,Nick Young,0.0,0.0,4.5,3.8,20000715,-5.6,10.1,SG,1.1,2019,1,9,0,617415,0.0,0.0,DEN,20,9.0,3.4,42.3,1.6,0.0,10.1,56.4,20.5,2.3,1.1,0.0,0.0,2019-03-05T18:19:44,14.2
152,39.4,6.4,86.8,8.6,189.3,23.7,2.3,63.9,1022.8,1061.1,1174.9,1061.1,1174.9,252.4,143.1,63.9,64.2,47.3,83.1,59,20000018,False,945,Nerlens Noel,115.0,13.9,147.6,24.8,20000716,-75.5,333.6,C,304.3,2019,1,0,2,575678,65.4,3.6,OKC,18,0.0,0.0,0.0,18.7,0.0,280.7,66.9,13.9,39.4,252.4,143.1,63.9,2019-03-05T18:19:44,15.5
153,2.3,5.2,1.1,1.5,5.6,9.5,0.0,56.4,37.6,40.3,39.9,40.3,39.9,20.3,9.0,50.0,5.6,2.3,45.1,4,20000028,False,68,Luc Richard Mbah a Moute,2.3,4.0,9.0,9.3,20000725,12.4,22.5,PF,7.9,2019,1,0,0,576398,1.1,0.9,LAC,28,6.8,2.3,37.5,6.9,0.0,22.8,56.4,10.1,2.3,13.5,6.8,56.4,2019-03-05T18:19:44,17.4
154,211.9,19.7,118.3,5.1,669.4,38.2,54.1,57.9,3052.6,3321.8,3207.0,3321.8,3207.0,1129.3,544.3,54.3,615.3,499.3,91.4,54,20000007,False,2052,Joel Embiid,151.0,9.2,205.1,34.6,20000726,366.3,1660.1,C,820.5,2019,1,49,54,575679,36.1,0.9,PHI,7,244.6,72.1,33.2,24.1,1.1,1400.0,66.8,15.2,218.6,884.7,472.2,60.2,2019-03-05T18:19:44,37.4
155,68.7,4.7,92.4,3.9,282.9,15.0,3.4,65.0,1694.7,1786.9,1845.7,1786.9,1845.7,671.7,346.0,58.0,201.7,142.0,79.3,61,20000018,False,2232,Jerami Grant,73.3,3.8,180.3,18.6,20000727,339.2,917.4,SF,356.1,2019,1,59,58,575680,58.6,1.4,OKC,18,220.9,83.4,42.6,9.3,0.0,760.5,68.0,7.6,55.2,450.8,262.6,65.6,2019-03-05T18:19:44,16.8
156,49.6,8.3,9.0,1.0,87.9,12.6,0.0,52.4,409.8,440.1,439.1,440.1,439.1,145.4,56.4,43.7,30.4,21.4,79.3,35,20000023,False,801,Solomon Hill,33.8,5.1,68.7,9.2,20000730,-53.0,156.7,SF,121.7,2019,1,59,15,576399,20.3,1.3,NO,23,78.9,22.5,32.2,8.9,0.0,158.8,55.6,15.8,25.9,66.5,33.8,57.3,2019-03-05T18:19:44,10.7
157,37.2,7.8,13.5,1.7,82.3,12.8,0.0,50.3,534.8,584.6,573.1,584.6,573.1,305.4,105.9,39.1,54.1,44.0,91.5,48,20000021,False,833,C.J. Miles,13.5,2.0,83.4,11.0,20000733,-58.6,316.7,SF,95.8,2019,1,46,1,576400,24.8,1.7,MEM,21,195.0,60.9,35.2,7.3,0.0,329.2,54.2,9.2,29.3,110.4,45.1,46.0,2019-03-05T18:19:44,22.0
158,27.0,7.8,16.9,3.2,76.6,19.3,0.0,57.0,390.4,408.3,434.3,408.3,434.3,93.5,46.2,55.7,67.6,46.2,77.0,31,20000001,False,500,Ian Mahinmi,44.0,10.6,84.5,16.1,20000737,-16.9,139.7,C,120.6,2019,1,46,6,577209,27.0,2.9,WAS,1,13.5,1.1,9.4,14.9,0.0,123.3,63.8,17.4,22.5,80.0,45.1,63.5,2019-03-05T18:19:44,14.0
159,282.9,20.8,29.3,1.1,446.3,21.7,21.4,60.9,3164.7,3440.2,3346.2,3440.2,3346.2,1400.9,627.7,50.5,463.2,391.1,95.1,59,20000018,False,2436,Paul George,92.4,4.3,186.0,32.7,20000742,513.9,1903.5,SF,538.7,2019,1,34,59,575681,152.1,3.3,OKC,18,645.8,257.0,44.9,12.9,1.1,1604.7,66.8,10.9,172.4,755.1,370.8,55.3,2019-03-05T18:19:44,33.5
160,124.0,15.4,7.9,0.6,95.8,9.0,0.0,57.6,785.5,835.4,841.9,835.4,841.9,317.8,140.9,49.9,64.2,53.0,93.0,47,20000015,False,1167,George Hill,33.8,3.5,91.3,15.0,20000743,98.0,376.4,PG,129.6,2019,1,47,13,576401,48.5,2.2,MIL,15,128.5,41.7,36.6,6.4,0.0,346.1,61.3,13.0,45.1,189.3,99.2,59.1,2019-03-05T18:19:44,15.9
161,33.8,17.8,0.0,0.0,21.4,8.9,0.0,48.3,190.7,207.6,197.5,207.6,197.5,110.4,37.2,38.0,21.4,16.9,88.9,21,20000012,False,314,Brandon Knight,2.3,0.9,25.9,10.2,20000745,-48.5,110.4,PG,23.7,2019,1,15,8,576402,6.8,1.2,CLE,12,68.7,19.2,31.4,4.7,0.0,119.9,51.8,10.6,12.4,41.7,18.0,48.7,2019-03-05T18:19:44,20.9
162,56.4,7.7,41.7,3.4,156.7,16.4,1.1,56.1,929.1,972.0,1001.2,972.0,1001.2,343.7,164.5,54.0,134.1,103.7,87.1,54,20000002,False,1182,Michael Kidd-Gilchrist,93.5,9.5,156.7,17.2,20000748,-69.9,445.2,SF,250.2,2019,1,6,1,576403,30.4,1.4,CHA,2,45.1,12.4,31.0,12.9,0.0,402.7,62.2,11.3,45.1,298.7,152.1,57.4,2019-03-05T18:19:44,18.4
163,85.7,6.8,54.1,2.6,328.0,20.2,5.6,61.0,1519.4,1633.3,1634.4,1633.3,1634.4,612.0,263.7,48.6,84.5,62.0,82.6,62,20000002,False,2000,Marvin Williams,67.6,4.1,152.1,16.7,20000749,78.9,723.5,PF,395.6,2019,1,24,62,576404,60.9,1.7,CHA,2,364.0,134.1,41.5,12.0,0.0,649.2,62.8,6.1,37.2,247.9,129.6,58.9,2019-03-05T18:19:44,16.7
164,135.2,20.1,6.8,0.6,167.9,18.0,0.0,59.1,941.3,1029.0,988.6,1029.0,988.6,421.5,184.8,49.5,73.3,49.6,76.3,60,20000027,False,1061,Lance Stephenson,30.4,3.4,111.6,17.5,20000751,-103.7,490.2,SG,198.4,2019,1,42,0,577210,40.6,2.0,LAL,27,186.0,71.0,43.1,10.9,0.0,453.7,60.9,17.7,84.5,235.5,113.8,54.4,2019-03-05T18:19:44,23.8
165,408.0,31.8,30.4,1.2,259.2,12.9,6.8,57.5,2817.7,3051.4,2941.7,3051.4,2941.7,1442.6,619.8,48.5,373.0,311.1,94.0,63,20000002,False,2470,Kemba Walker,40.6,2.0,113.8,27.5,20000752,86.8,1782.9,PG,299.8,2019,1,7,63,576405,93.5,2.1,CHA,2,650.3,232.2,40.2,7.4,0.0,1606.7,62.5,11.6,184.8,792.3,387.7,55.1,2019-03-05T18:19:44,35.3
